country,Left Score,Right Score,Score,Pref
US,34,29,61,None
AE,33,33,66,Right
TW,27,30,69,Right
US,33,34,67,Right
IN,22,36,80,Right
MK,47,27,46,Left
MM,38,27,55,Left
TH,38,33,61,None
US,36,28,58,None
PH,33,24,57,None
GB,27,35,74,Right
ES,36,29,59,None
PH,39,22,49,Left
IN,38,40,68,Right
ZA,33,29,62,None
ID,34,33,65,Right
US,34,31,63,None
US,27,37,76,Right
US,30,32,68,Right
US,50,20,36,Left
US,22,31,75,Right
US,28,31,69,Right
KE,32,26,60,None
GB,5,3,64,None
KE,37,25,54,Left
IN,41,22,47,Left
ID,32,30,64,None
US,48,20,38,Left
US,35,30,61,None
US,33,33,66,Right
US,20,35,81,Right
US,27,26,65,Right
US,27,33,72,Right
US,34,36,68,Right
US,31,28,63,None
AR,42,23,47,Left
US,30,29,65,Right
LV,33,25,58,None
US,44,32,54,Left
US,26,32,72,Right
CA,34,31,63,None
EG,41,35,60,None
US,36,30,60,None
US,40,20,46,Left
GB,38,34,62,None
PH,40,26,52,Left
FI,44,25,47,Left
NL,32,30,64,None
US,47,30,49,Left
MY,36,27,57,None
CL,30,33,69,Right
US,38,33,61,None
BS,36,34,64,None
US,27,23,62,None
PH,27,30,69,Right
US,35,35,66,Right
US,33,38,71,Right
US,21,29,74,Right
VN,39,26,53,Left
US,40,15,41,Left
VN,31,31,66,Right
US,35,33,64,None
US,31,25,60,None
FR,39,32,59,None
US,31,35,70,Right
MX,46,21,41,Left
US,43,31,54,Left
NZ,34,27,59,None
PH,36,27,57,None
US,35,37,68,Right
AU,35,25,56,None
US,42,31,55,Left
GB,45,33,54,Left
MY,43,33,56,None
ES,34,29,61,None
AU,38,26,54,Left
PH,26,30,70,Right
ID,43,29,52,Left
MY,33,25,58,None
ZA,34,29,61,None
ID,26,29,69,Right
AU,47,27,46,Left
US,27,31,70,Right
US,46,26,46,Left
US,30,29,65,Right
MY,29,30,67,Right
US,33,29,62,None
IN,43,34,57,None
JP,30,29,65,Right
ID,33,28,61,None
US,29,28,65,Right
MM,39,27,54,Left
US,24,38,80,Right
GR,24,36,78,Right
SG,41,19,44,Left
US,47,30,49,Left
IT,19,33,80,Right
FI,37,23,52,Left
BN,39,35,62,None
GB,21,30,75,Right
PL,23,40,83,Right
GB,28,30,68,Right
NL,44,31,53,Left
US,41,28,53,Left
US,34,25,57,None
US,36,26,56,None
US,32,38,72,Right
US,43,30,53,Left
US,29,30,67,Right
US,27,35,74,Right
US,34,25,57,None
IR,40,29,55,Left
MX,31,37,72,Right
US,43,21,44,Left
US,34,35,67,Right
DE,34,27,59,None
GB,32,30,64,None
US,20,38,84,Right
GB,20,30,76,Right
US,38,26,54,Left
US,42,37,61,None
CA,27,26,65,Right
US,29,27,64,None
US,42,28,52,Left
MY,39,32,59,None
US,22,31,75,Right
US,30,29,65,Right
US,39,28,55,Left
US,25,31,72,Right
US,34,29,61,None
PH,32,28,62,None
CA,34,28,60,None
US,26,40,80,Right
US,32,31,65,Right
US,40,32,58,None
US,23,32,75,Right
AU,29,39,76,Right
CA,47,25,44,Left
US,34,43,75,Right
US,29,35,72,Right
AR,39,31,58,None
ZA,36,25,55,Left
US,39,22,49,Left
GB,30,31,67,Right
PH,28,38,76,Right
IN,28,32,70,Right
AU,29,31,68,Right
US,29,33,70,Right
IN,32,34,68,Right
US,30,33,69,Right
US,24,29,71,Right
US,43,25,48,Left
US,31,31,66,Right
MY,27,36,75,Right
US,40,27,53,Left
IN,29,33,70,Right
AU,44,26,48,Left
IN,41,33,58,None
BR,23,37,80,Right
GB,37,23,52,Left
DK,33,32,65,Right
US,39,26,53,Left
US,29,36,73,Right
LT,38,27,55,Left
NO,41,25,50,Left
CA,28,29,67,Right
PT,29,29,66,Right
HR,31,29,64,None
US,20,31,77,Right
US,35,28,59,None
RO,41,30,55,Left
MY,37,26,55,Left
US,25,40,81,Right
US,38,29,57,None
US,34,26,58,None
RO,36,29,59,None
US,32,33,67,Right
US,46,32,52,Left
US,47,28,47,Left
IN,28,37,75,Right
GB,34,29,61,None
GB,40,29,55,Left
US,43,33,56,None
CA,37,26,55,Left
BR,39,34,61,None
US,39,31,58,None
US,26,34,74,Right
CA,49,21,38,Left
US,53,21,34,Left
US,45,15,36,Left
US,27,32,71,Right
US,47,31,50,Left
MY,48,27,45,Left
US,27,33,72,Right
US,18,23,71,Right
US,41,27,52,Left
CA,30,25,61,None
US,24,36,78,Right
US,37,33,62,None
US,26,40,80,Right
US,34,26,58,None
PH,45,24,45,Left
US,34,22,54,Left
US,24,28,70,Right
US,26,31,71,Right
AU,41,30,55,Left
US,38,34,62,None
PH,40,30,56,None
US,38,28,56,None
US,16,40,90,Right
PH,27,35,74,Right
US,29,28,65,Right
PH,32,26,60,None
LB,37,33,62,None
US,31,29,64,None
US,41,23,48,Left
US,20,27,73,Right
ZA,27,34,73,Right
GB,44,25,47,Left
US,39,30,57,None
US,30,36,72,Right
HR,43,31,54,Left
US,29,31,68,Right
DE,33,35,68,Right
MY,32,33,67,Right
IN,7,0,59,None
US,32,32,66,Right
PH,43,25,48,Left
ZA,35,25,56,None
ZA,33,27,60,None
MY,29,27,64,None
US,36,27,57,None
US,34,34,66,Right
US,40,25,51,Left
US,41,26,51,Left
US,31,29,64,None
US,45,32,53,Left
US,26,33,73,Right
MY,28,35,73,Right
US,27,36,75,Right
CO,42,27,51,Left
US,31,37,72,Right
AE,19,41,88,Right
AU,30,30,66,Right
US,40,32,58,None
HR,31,38,73,Right
US,29,31,68,Right
AU,30,30,66,Right
GB,41,38,63,None
US,30,34,70,Right
US,33,25,58,None
US,29,30,67,Right
GB,13,32,85,Right
TT,33,30,63,None
US,29,32,69,Right
RO,36,24,54,Left
US,37,26,55,Left
US,20,36,82,Right
US,39,23,50,Left
MM,43,35,58,None
RO,33,26,59,None
US,45,19,40,Left
US,26,26,66,Right
US,24,23,65,Right
US,38,32,60,None
PH,37,29,58,None
US,32,35,69,Right
US,30,32,68,Right
US,38,24,52,Left
AU,49,25,42,Left
US,37,31,60,None
US,34,23,55,Left
MY,35,37,68,Right
GB,45,26,47,Left
PH,35,24,55,Left
CA,28,33,71,Right
CA,33,26,59,None
US,35,31,62,None
US,33,35,68,Right
ZA,37,29,58,None
US,38,23,51,Left
US,19,39,86,Right
BR,17,29,78,Right
US,17,37,86,Right
PH,34,22,54,Left
US,35,25,56,None
PH,43,34,57,None
GB,38,35,63,None
GB,32,32,66,Right
US,25,30,71,Right
PH,31,39,74,Right
GB,22,27,71,Right
GB,12,38,92,Right
CN,27,36,75,Right
ZA,29,36,73,Right
PH,39,29,56,None
PH,26,43,83,Right
ID,43,25,48,Left
GB,30,32,68,Right
TR,37,36,65,Right
ID,38,27,55,Left
AU,32,33,67,Right
PH,22,40,84,Right
US,37,22,51,Left
AP,48,25,43,Left
AE,26,33,73,Right
US,45,39,60,None
US,39,29,56,None
IN,29,33,70,Right
SG,27,32,71,Right
ES,45,26,47,Left
SG,25,39,80,Right
PH,36,35,65,Right
US,31,24,59,None
IN,37,17,46,Left
AR,32,26,60,None
CA,38,31,59,None
CA,25,31,72,Right
IN,30,38,74,Right
GB,36,33,63,None
ZA,39,25,52,Left
US,32,24,58,None
ZA,33,33,66,Right
PT,29,33,70,Right
US,30,36,72,Right
RU,35,29,60,None
IN,33,40,73,Right
CA,23,36,79,Right
AU,33,37,70,Right
ZA,42,34,58,None
US,22,37,81,Right
US,37,31,60,None
US,34,30,62,None
CA,41,28,53,Left
MT,32,35,69,Right
US,20,36,82,Right
US,47,32,51,Left
US,41,25,50,Left
US,31,31,66,Right
US,36,23,53,Left
MY,25,23,64,None
AU,35,32,63,None
GB,31,35,70,Right
ID,28,32,70,Right
US,35,35,66,Right
MX,35,27,58,None
MX,37,33,62,None
US,35,31,62,None
US,22,32,76,Right
US,23,38,81,Right
CA,30,33,69,Right
US,40,26,52,Left
IN,37,30,59,None
US,22,31,75,Right
US,42,25,49,Left
SA,39,37,64,None
CR,30,34,70,Right
US,34,40,72,Right
US,33,33,66,Right
US,31,38,73,Right
ZA,31,39,74,Right
AU,42,34,58,None
AU,37,35,64,None
ZA,39,28,55,Left
AE,34,27,59,None
SG,34,29,61,None
US,42,36,60,None
PH,36,24,54,Left
DK,26,33,73,Right
NZ,29,22,59,None
IR,34,27,59,None
LK,37,29,58,None
GB,17,45,94,Right
US,24,35,77,Right
US,29,30,67,Right
US,42,30,54,Left
US,37,32,61,None
GB,29,28,65,Right
US,27,30,69,Right
TH,42,27,51,Left
SK,31,23,58,None
IR,42,27,51,Left
MY,33,31,64,None
US,35,30,61,None
US,40,23,49,Left
US,33,34,67,Right
IN,39,36,63,None
US,33,27,60,None
US,27,41,80,Right
US,40,26,52,Left
PK,42,30,54,Left
US,37,36,65,Right
US,36,27,57,None
US,36,29,59,None
US,32,35,69,Right
MX,29,35,72,Right
AP,34,29,61,None
ZA,43,27,50,Left
US,40,30,56,None
GB,29,32,69,Right
US,32,27,61,None
US,32,35,69,Right
US,24,39,81,Right
LK,30,35,71,Right
CA,30,28,64,None
US,32,31,65,Right
CA,28,35,73,Right
US,37,29,58,None
US,17,33,82,Right
US,32,25,59,None
IT,23,38,81,Right
GB,38,31,59,None
NO,29,30,67,Right
GB,45,29,50,Left
AU,30,33,69,Right
US,36,18,48,Left
US,24,41,83,Right
US,30,27,63,None
GB,39,29,56,None
GB,27,38,77,Right
CA,38,35,63,None
CA,30,26,62,None
CA,24,28,70,Right
US,27,32,71,Right
US,39,16,43,Left
PH,38,26,54,Left
US,26,33,73,Right
NZ,21,34,79,Right
US,43,41,64,None
US,39,36,63,None
US,40,35,61,None
PH,37,34,63,None
AR,37,29,58,None
IN,22,34,78,Right
US,32,28,62,None
US,31,37,72,Right
NZ,42,25,49,Left
PH,20,17,63,None
GB,34,36,68,Right
US,21,39,84,Right
US,31,29,64,None
AU,40,39,65,Right
ID,28,31,69,Right
US,24,34,76,Right
IN,44,26,48,Left
PH,28,33,71,Right
CA,35,30,61,None
US,42,27,51,Left
AU,28,29,67,Right
US,30,40,76,Right
GR,25,36,77,Right
IN,27,31,70,Right
PH,34,23,55,Left
AU,35,31,62,None
AU,47,27,46,Left
LK,27,37,76,Right
GB,30,35,71,Right
US,40,22,48,Left
IL,27,37,76,Right
ZA,35,17,48,Left
PT,37,25,54,Left
LK,44,32,54,Left
US,45,34,55,Left
US,51,32,47,Left
US,34,29,61,None
US,28,35,73,Right
GB,29,30,67,Right
US,25,38,79,Right
IE,22,35,79,Right
AR,39,31,58,None
US,34,26,58,None
US,32,29,63,None
US,30,38,74,Right
US,48,31,49,Left
IN,42,26,50,Left
US,40,31,57,None
US,40,33,59,None
DE,46,14,34,Left
DK,32,26,60,None
DK,41,25,50,Left
US,32,30,64,None
US,38,31,59,None
US,32,24,58,None
US,31,35,70,Right
GB,34,23,55,Left
US,29,36,73,Right
US,51,21,36,Left
US,30,38,74,Right
GT,41,27,52,Left
FI,42,22,46,Left
AU,35,27,58,None
US,34,29,61,None
BR,41,30,55,Left
US,41,36,61,None
US,41,23,48,Left
US,36,28,58,None
US,21,32,77,Right
SV,40,29,55,Left
US,31,31,66,Right
PH,43,36,59,None
US,38,27,55,Left
US,31,34,69,Right
SE,30,31,67,Right
MY,33,30,63,None
PH,49,23,40,Left
US,48,23,41,Left
PH,32,43,77,Right
MX,34,29,61,None
MY,48,35,53,Left
US,42,22,46,Left
US,31,25,60,None
PH,43,35,58,None
PH,40,39,65,Right
TH,24,32,74,Right
CA,35,35,66,Right
AE,33,25,58,None
NZ,31,33,68,Right
DE,30,28,64,None
GB,29,29,66,Right
GB,27,29,68,Right
GB,30,28,64,None
GB,39,26,53,Left
IN,30,26,62,None
DE,25,34,75,Right
NO,34,27,59,None
BR,40,23,49,Left
GB,24,33,75,Right
GB,30,35,71,Right
CH,29,27,64,None
IN,41,40,65,Right
ES,34,39,71,Right
TH,28,30,68,Right
SE,36,29,59,None
ES,37,27,56,None
EE,30,29,65,Right
GB,22,29,73,Right
EE,36,28,58,None
PH,31,17,52,Left
GB,29,27,64,None
AU,31,27,62,None
AL,35,34,65,Right
FR,28,29,67,Right
KE,36,20,50,Left
FR,37,33,62,None
GB,29,27,64,None
DE,31,26,61,None
DE,26,33,73,Right
RU,22,30,74,Right
GR,31,31,66,Right
DE,32,27,61,None
RS,28,37,75,Right
US,27,30,69,Right
US,28,35,73,Right
NL,26,28,68,Right
US,43,18,41,Left
US,25,35,76,Right
MY,27,33,72,Right
IN,48,28,46,Left
GB,37,25,54,Left
US,37,34,63,None
FR,35,30,61,None
AR,36,25,55,Left
GB,27,35,74,Right
IT,30,34,70,Right
AR,47,35,54,Left
TH,28,26,64,None
MY,22,29,73,Right
GB,40,34,60,None
US,20,42,88,Right
US,40,30,56,None
ES,37,32,61,None
MY,44,28,50,Left
US,28,29,67,Right
PH,34,28,60,None
AU,33,28,61,None
ZW,28,33,71,Right
EG,30,26,62,None
GB,31,27,62,None
PH,47,27,46,Left
ZA,23,37,80,Right
US,35,29,60,None
IN,28,30,68,Right
US,29,33,70,Right
MY,32,30,64,None
US,34,27,59,None
PK,29,31,68,Right
HK,35,38,69,Right
CA,43,25,48,Left
US,49,25,42,Left
US,46,29,49,Left
UY,31,32,67,Right
US,34,32,64,None
US,48,27,45,Left
US,26,34,74,Right
LT,30,31,67,Right
ES,22,41,85,Right
PT,50,27,43,Left
US,35,31,62,None
RU,45,30,51,Left
US,15,41,92,Right
US,47,22,41,Left
US,42,28,52,Left
US,25,28,69,Right
US,31,30,65,Right
US,40,35,61,None
MY,44,31,53,Left
US,36,39,69,Right
US,29,30,67,Right
US,26,32,72,Right
AR,33,24,57,None
US,30,37,73,Right
US,36,39,69,Right
VN,24,32,74,Right
VN,38,26,54,Left
US,35,36,67,Right
US,35,30,61,None
US,37,31,60,None
US,37,27,56,None
US,49,25,42,Left
IN,29,37,74,Right
CA,44,17,39,Left
CA,33,28,61,None
PH,41,25,50,Left
US,27,33,72,Right
PH,25,41,82,Right
US,30,30,66,Right
US,20,40,86,Right
MY,35,26,57,None
GE,35,26,57,None
US,30,28,64,None
PH,54,30,42,Left
DK,15,44,95,Right
US,27,32,71,Right
IN,35,38,69,Right
GB,42,33,57,None
ZA,40,29,55,Left
US,44,25,47,Left
LK,51,25,40,Left
FR,37,32,61,None
MY,29,25,62,None
SG,40,27,53,Left
VN,32,28,62,None
US,43,35,58,None
IN,31,33,68,Right
US,37,30,59,None
US,24,29,71,Right
GB,40,23,49,Left
US,21,43,88,Right
US,29,37,74,Right
US,21,35,80,Right
NP,28,25,63,None
JP,40,25,51,Left
FR,37,30,59,None
LK,28,37,75,Right
US,32,30,64,None
US,32,31,65,Right
MY,41,39,64,None
CY,39,34,61,None
US,26,38,78,Right
CA,30,36,72,Right
US,36,29,59,None
US,32,23,57,None
US,36,28,58,None
ZA,35,23,54,Left
US,18,36,84,Right
US,23,33,76,Right
AU,38,30,58,None
US,31,35,70,Right
US,43,27,50,Left
US,34,31,63,None
US,29,30,67,Right
US,42,23,47,Left
US,26,25,65,Right
TT,27,38,77,Right
US,37,25,54,Left
GB,34,28,60,None
US,49,18,35,Left
US,40,24,50,Left
CA,37,35,64,None
MY,36,28,58,None
MY,31,32,67,Right
US,48,27,45,Left
US,48,23,41,Left
SG,24,31,73,Right
SG,51,30,45,Left
US,36,28,58,None
US,35,34,65,Right
EE,30,36,72,Right
ES,27,30,69,Right
US,41,29,54,Left
CA,29,36,73,Right
US,31,42,77,Right
US,27,23,62,None
AU,23,30,73,Right
HK,27,33,72,Right
PH,28,31,69,Right
US,29,31,68,Right
US,40,34,60,None
BD,33,29,62,None
US,36,24,54,Left
MY,37,25,54,Left
IT,24,34,76,Right
IN,24,32,74,Right
PL,35,36,67,Right
AR,21,29,74,Right
TH,33,24,57,None
IN,33,34,67,Right
AU,30,29,65,Right
SE,45,29,50,Left
BR,40,32,58,None
NL,34,28,60,None
PL,34,31,63,None
RO,31,32,67,Right
RO,41,31,56,None
TR,40,18,44,Left
AU,35,35,66,Right
PH,36,30,60,None
US,34,19,51,Left
US,30,30,66,Right
US,41,37,62,None
DK,33,26,59,None
US,43,17,40,Left
US,24,35,77,Right
DE,43,22,45,Left
PH,38,24,52,Left
NO,33,25,58,None
CA,50,18,34,Left
NZ,30,22,58,None
GB,27,31,70,Right
US,26,34,74,Right
IE,31,29,64,None
CA,30,39,75,Right
US,41,37,62,None
US,36,33,63,None
US,30,36,72,Right
GR,44,21,43,Left
US,40,29,55,Left
AE,30,37,73,Right
SE,25,27,68,Right
US,29,31,68,Right
DK,38,34,62,None
US,41,28,53,Left
GR,34,32,64,None
GB,34,24,56,None
US,33,28,61,None
GR,30,29,65,Right
US,40,31,57,None
US,23,35,78,Right
GB,36,20,50,Left
GB,30,27,63,None
EU,47,21,40,Left
JM,39,34,61,None
US,38,28,56,None
US,40,22,48,Left
SN,47,28,47,Left
US,32,23,57,None
ID,27,36,75,Right
US,48,26,44,Left
PL,46,31,51,Left
US,36,37,67,Right
US,45,20,41,Left
IE,37,28,57,None
NZ,37,24,53,Left
US,35,31,62,None
US,30,28,64,None
IN,28,30,68,Right
MY,42,24,48,Left
US,33,26,59,None
CA,30,33,69,Right
US,31,31,66,Right
GB,44,30,52,Left
US,42,17,41,Left
US,35,37,68,Right
PH,43,29,52,Left
ZA,30,34,70,Right
IN,3,0,63,None
MY,22,28,72,Right
US,35,29,60,None
GR,32,26,60,None
IN,31,30,65,Right
US,40,28,54,Left
MY,27,22,61,None
US,34,34,66,Right
CA,30,31,67,Right
IN,30,32,68,Right
GB,45,18,39,Left
SE,21,40,85,Right
PH,31,17,52,Left
US,17,32,81,Right
MY,37,27,56,None
PH,35,36,67,Right
VN,31,28,63,None
DE,24,31,73,Right
MM,26,36,76,Right
US,43,14,37,Left
MY,46,39,59,None
AP,33,27,60,None
PH,30,33,69,Right
US,37,30,59,None
US,31,31,66,Right
US,51,18,33,Left
IT,42,28,52,Left
CZ,23,41,84,Right
US,39,21,48,Left
PH,43,33,56,None
IE,16,35,85,Right
US,38,23,51,Left
CA,26,31,71,Right
US,26,39,79,Right
US,32,32,66,Right
AE,41,34,59,None
US,31,33,68,Right
US,30,33,69,Right
NO,40,26,52,Left
US,29,35,72,Right
MY,33,30,63,None
US,39,32,59,None
US,31,34,69,Right
CL,33,33,66,Right
US,30,28,64,None
US,30,26,62,None
US,37,26,55,Left
US,33,34,67,Right
CA,29,30,67,Right
CA,29,34,71,Right
AR,38,25,53,Left
US,18,33,81,Right
EG,27,30,69,Right
US,20,31,77,Right
CA,43,25,48,Left
CO,47,27,46,Left
US,22,29,73,Right
US,30,35,71,Right
VE,40,29,55,Left
US,21,39,84,Right
US,34,33,65,Right
MY,37,22,51,Left
US,43,25,48,Left
US,35,22,53,Left
PR,35,28,59,None
IN,41,38,63,None
IN,23,41,84,Right
US,31,40,75,Right
CA,31,27,62,None
US,46,27,47,Left
IN,38,29,57,None
DE,31,31,66,Right
MY,37,29,58,None
IN,39,31,58,None
US,35,28,59,None
DE,38,34,62,None
ID,48,25,43,Left
SG,41,36,61,None
RO,16,39,89,Right
AU,34,29,61,None
NZ,28,30,68,Right
EU,46,38,58,None
US,27,32,71,Right
GB,29,27,64,None
FR,28,29,67,Right
RO,48,17,35,Left
JM,27,28,67,Right
ES,39,28,55,Left
PH,36,30,60,None
US,34,33,65,Right
US,15,33,84,Right
IN,38,23,51,Left
US,50,24,40,Left
IN,32,38,72,Right
PH,31,31,66,Right
US,36,18,48,Left
SA,35,27,58,None
ZA,35,23,54,Left
MZ,27,32,71,Right
US,42,27,51,Left
US,38,35,63,None
IL,27,40,79,Right
LB,35,40,71,Right
US,33,30,63,None
US,39,22,49,Left
NZ,43,27,50,Left
US,32,30,64,None
US,33,29,62,None
US,21,39,84,Right
PH,30,28,64,None
BR,36,30,60,None
MY,37,39,68,Right
US,27,35,74,Right
US,33,33,66,Right
US,36,25,55,Left
PH,44,28,50,Left
US,31,29,64,None
US,23,42,85,Right
QA,43,30,53,Left
US,28,32,70,Right
US,23,28,71,Right
US,30,32,68,Right
IN,32,33,67,Right
GB,39,36,63,None
US,41,37,62,None
IN,34,26,58,None
US,17,39,88,Right
IN,41,26,51,Left
US,24,29,71,Right
MM,43,31,54,Left
AU,26,28,68,Right
PH,32,23,57,None
US,26,31,71,Right
US,29,28,65,Right
US,28,27,65,Right
PH,38,32,60,None
ID,33,28,61,None
AE,41,29,54,Left
GB,37,30,59,None
IN,34,34,66,Right
PH,32,40,74,Right
HR,48,32,50,Left
ID,32,31,65,Right
NZ,36,34,64,None
EU,32,34,68,Right
IN,36,33,63,None
AU,51,22,37,Left
IN,42,25,49,Left
VN,42,25,49,Left
GB,28,25,63,None
US,33,35,68,Right
US,38,27,55,Left
US,31,21,56,None
DE,49,17,34,Left
US,29,30,67,Right
US,40,28,54,Left
GB,31,30,65,Right
TR,34,36,68,Right
US,34,33,65,Right
US,32,28,62,None
IN,32,35,69,Right
US,30,29,65,Right
EU,35,15,46,Left
US,48,31,49,Left
US,48,10,28,Left
MX,30,21,57,None
CA,25,33,74,Right
US,45,24,45,Left
BA,44,30,52,Left
SE,33,30,63,None
IT,22,37,81,Right
ZA,34,23,55,Left
US,36,21,51,Left
US,22,34,78,Right
US,33,35,68,Right
US,19,32,79,Right
ZA,41,39,64,None
TR,31,28,63,None
NL,21,27,72,Right
US,34,30,62,None
DZ,39,26,53,Left
EU,14,36,88,Right
PK,49,30,47,Left
US,34,21,53,Left
US,36,31,61,None
BE,27,32,71,Right
US,32,32,66,Right
GB,27,28,67,Right
PH,23,41,84,Right
US,28,29,67,Right
US,36,28,58,None
BR,26,31,71,Right
US,36,35,65,Right
US,36,31,61,None
HK,28,25,63,None
US,31,44,79,Right
US,39,32,59,None
PE,46,21,41,Left
PH,26,31,71,Right
IN,36,21,51,Left
US,24,31,73,Right
CA,37,24,53,Left
US,28,25,63,None
MM,35,30,61,None
IN,33,27,60,None
US,26,30,70,Right
US,30,36,72,Right
GB,34,31,63,None
US,19,33,80,Right
DE,43,23,46,Left
ID,42,27,51,Left
US,45,22,43,Left
BW,49,31,48,Left
IN,43,28,51,Left
GH,29,37,74,Right
ES,47,29,48,Left
ID,31,21,56,None
PH,40,27,53,Left
IN,41,25,50,Left
ES,39,27,54,Left
GB,30,29,65,Right
ZA,39,25,52,Left
US,33,34,67,Right
PH,38,31,59,None
US,44,28,50,Left
US,22,27,71,Right
IN,42,37,61,None
BA,22,30,74,Right
ID,32,35,69,Right
GB,27,32,71,Right
MY,34,16,48,Left
US,36,30,60,None
US,43,24,47,Left
US,35,25,56,None
US,35,21,52,Left
KE,29,40,77,Right
DE,30,27,63,None
IN,27,35,74,Right
US,27,34,73,Right
US,30,28,64,None
DE,28,32,70,Right
US,30,34,70,Right
AL,22,30,74,Right
PT,34,32,64,None
US,35,29,60,None
US,32,32,66,Right
US,35,30,61,None
US,24,39,81,Right
GB,34,26,58,None
US,37,31,60,None
US,25,36,77,Right
US,20,41,87,Right
US,38,23,51,Left
AU,44,26,48,Left
US,26,29,69,Right
US,20,34,80,Right
SI,35,34,65,Right
US,40,30,56,None
MY,36,33,63,None
US,43,29,52,Left
US,36,31,61,None
US,40,23,49,Left
CA,28,33,71,Right
IN,26,30,70,Right
US,22,33,77,Right
US,41,23,48,Left
IN,43,27,50,Left
US,34,29,61,None
US,34,33,65,Right
PH,27,33,72,Right
MY,41,17,42,Left
US,36,31,61,None
GB,26,38,78,Right
US,43,35,58,None
PH,40,29,55,Left
GR,28,25,63,None
ZA,39,18,45,Left
AU,30,36,72,Right
US,45,21,42,Left
IN,39,24,51,Left
BR,40,31,57,None
FR,26,35,75,Right
US,36,30,60,None
IN,37,34,63,None
US,29,29,66,Right
US,26,32,72,Right
IN,41,34,59,None
US,20,34,80,Right
TR,32,35,69,Right
US,34,33,65,Right
IN,11,41,96,Right
IN,48,33,51,Left
NO,49,33,50,Left
US,45,34,55,Left
IN,22,42,86,Right
FI,39,31,58,None
US,37,24,53,Left
US,27,35,74,Right
US,39,29,56,None
IN,34,31,63,None
US,33,29,62,None
US,19,43,90,Right
US,43,27,50,Left
NL,34,36,68,Right
US,29,36,73,Right
US,35,32,63,None
US,26,30,70,Right
US,37,33,62,None
ZA,41,31,56,None
US,36,28,58,None
US,54,19,31,Left
US,35,15,46,Left
US,33,31,64,None
ID,31,41,76,Right
US,40,26,52,Left
US,37,30,59,None
US,40,30,56,None
AL,33,37,70,Right
GB,26,32,72,Right
SE,34,33,65,Right
US,33,31,64,None
IE,30,28,64,None
DE,38,25,53,Left
CA,36,22,52,Left
US,37,35,64,None
ID,46,19,39,Left
US,37,33,62,None
AU,27,28,67,Right
AU,39,34,61,None
US,31,23,58,None
EG,42,33,57,None
RS,31,30,65,Right
PH,35,30,61,None
US,27,44,83,Right
ID,40,33,59,None
US,40,24,50,Left
US,31,28,63,None
US,37,35,64,None
MY,35,30,61,None
US,34,23,55,Left
AU,38,35,63,None
AU,29,29,66,Right
AU,29,27,64,None
AU,32,35,69,Right
US,33,40,73,Right
US,31,25,60,None
KR,30,31,67,Right
US,40,31,57,None
US,32,36,70,Right
US,25,38,79,Right
US,44,30,52,Left
US,33,34,67,Right
IN,29,29,66,Right
US,22,31,75,Right
US,30,27,63,None
US,35,25,56,None
MY,43,23,46,Left
US,22,28,72,Right
US,36,38,68,Right
PH,26,35,75,Right
US,40,29,55,Left
US,22,34,78,Right
CA,55,19,30,Left
FR,43,35,58,None
PH,39,25,52,Left
AU,37,25,54,Left
SG,31,21,56,None
NP,42,34,58,None
EE,37,33,62,None
US,34,26,58,None
US,39,24,51,Left
AU,21,26,71,Right
AU,32,28,62,None
US,29,31,68,Right
IT,39,27,54,Left
IN,38,31,59,None
IN,46,32,52,Left
MA,54,27,39,Left
US,46,33,53,Left
US,29,39,76,Right
ID,34,32,64,None
US,29,34,71,Right
GR,24,28,70,Right
IN,43,29,52,Left
MY,38,35,63,None
MY,22,34,78,Right
US,51,31,46,Left
US,34,35,67,Right
US,40,27,53,Left
SE,32,25,59,None
US,35,26,57,None
GB,24,40,82,Right
US,44,23,45,Left
US,20,32,78,Right
CA,26,33,73,Right
US,21,34,79,Right
US,35,26,57,None
US,30,34,70,Right
US,48,27,45,Left
US,46,30,50,Left
GR,37,24,53,Left
DE,25,37,78,Right
IL,37,26,55,Left
GB,40,23,49,Left
US,34,33,65,Right
US,39,31,58,None
US,40,34,60,None
FR,33,29,62,None
US,42,29,53,Left
CH,31,28,63,None
FI,31,27,62,None
MY,30,29,65,Right
US,38,25,53,Left
US,39,29,56,None
FR,30,37,73,Right
US,36,21,51,Left
US,36,20,50,Left
ID,35,33,64,None
ID,34,26,58,None
HR,27,37,76,Right
US,28,40,78,Right
US,27,30,69,Right
TT,32,28,62,None
US,31,29,64,None
US,50,27,43,Left
